,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y,label
4335,55.949,58.055,25.584,28.107,28.707,32.41,12.492,23.234,14.506,11.342,-4.537,4.354,3.866,-0.458,-1.211,-65.674,0.753,1.221,-2.533,-8.748,0.041,0.387,-2.686,-7.894,0.722,-5.585,9.054,-10.763,-8.077,-18.677,-12.044,76.131,48.716,60.557,13.733,25.096,0.285,11.536,61.442,0.956,7.345,0.824,-4.313,13.916,16.51,-2.563,0.519,30.568,2.024,-2.279,-4.791,-9.908,1.638,-0.895,-9.501,-14.008,9.664,-7.009,-10.274,-5.341,-4.435,0.092,-17.466,-17.782,1
4336,65.226,68.309,29.002,30.06,36.031,40.71,16.398,28.605,17.924,13.295,-6.002,5.819,5.33,-0.946,-2.187,-74.951,-0.712,1.709,-6.439,-8.26,-2.401,-1.078,-6.104,-10.824,-2.696,-9.491,3.194,-15.157,-12.472,-23.56,-16.439,90.291,58.482,64.952,16.663,30.467,-4.11,9.583,72.184,3.398,8.321,1.312,-5.778,18.311,21.393,-3.54,-2.899,36.916,0.071,-2.767,-8.209,-11.861,1.149,-0.895,-14.384,-17.914,11.617,-10.427,-14.669,-8.759,-8.341,-1.862,-16.978,-16.805,1
4337,73.039,78.562,29.49,32.99,41.89,48.035,19.816,33.0,20.365,15.249,-8.931,7.284,6.795,-0.458,-6.582,-84.229,-1.2,2.197,-8.392,-6.307,-3.866,-2.543,-9.521,-12.288,-6.602,-12.421,-0.712,-17.598,-15.889,-26.978,-19.368,102.498,64.341,71.299,18.127,35.35,-9.481,9.094,81.95,6.327,9.298,2.289,-6.755,22.705,25.299,-4.517,-5.829,42.287,-1.394,-2.279,-10.651,-12.349,0.661,0.081,-18.778,-20.355,13.57,-13.845,-17.598,-10.712,-11.271,-3.326,-18.443,-18.27,1
4338,80.851,89.793,29.49,38.849,47.262,54.382,23.234,37.394,23.295,17.202,-10.396,9.237,7.772,0.031,-11.953,-90.088,-1.2,3.174,-8.881,-4.354,-4.842,-3.031,-11.475,-12.777,-9.043,-14.374,-3.153,-19.552,-18.331,-27.954,-21.322,115.194,68.736,82.53,21.057,40.232,-10.946,11.047,91.227,9.257,10.274,3.754,-7.731,26.611,27.74,-5.493,-8.27,47.658,-2.37,-2.767,-13.092,-12.349,0.661,0.57,-22.685,-22.308,15.035,-15.798,-20.04,-12.177,-12.736,-4.303,-20.396,-20.711,1
4339,90.617,102.0,30.467,46.173,52.633,60.242,26.652,40.812,27.201,19.643,-9.42,11.678,8.748,0.031,-14.394,-92.041,-1.689,3.662,-10.345,-3.866,-6.307,-4.008,-13.428,-13.265,-10.508,-15.839,-5.107,-21.016,-20.284,-28.442,-22.786,131.307,74.107,96.202,25.452,45.115,-7.039,14.465,102.458,11.21,11.739,3.754,-10.173,31.006,30.182,-6.47,-11.688,54.006,-3.835,-4.232,-15.533,-13.326,0.661,1.058,-24.638,-23.773,16.5,-17.751,-21.505,-13.153,-14.689,-4.303,-22.349,-22.176,1
4340,102.336,114.207,33.885,51.544,58.492,66.589,30.558,44.718,31.596,22.085,-5.514,13.631,9.725,0.031,-12.929,-92.041,-2.665,4.639,-11.81,-4.842,-7.284,-4.496,-15.381,-14.73,-11.485,-16.815,-6.571,-22.481,-22.237,-29.907,-23.763,148.885,82.896,108.897,31.311,50.486,0.773,17.395,113.688,13.652,13.204,3.265,-13.59,34.912,32.135,-7.935,-15.106,60.354,-5.788,-6.673,-17.487,-15.279,0.173,1.058,-26.591,-25.726,17.965,-20.192,-23.458,-14.618,-16.642,-5.28,-21.372,-21.2,1
4341,113.078,123.973,39.744,54.962,63.863,72.449,33.0,48.625,35.99,25.991,-1.119,15.584,10.701,-0.458,-8.535,-93.018,-3.153,5.127,-13.763,-7.284,-8.748,-5.473,-17.334,-16.683,-12.461,-17.303,-9.013,-24.434,-24.679,-31.372,-26.204,164.51,92.173,117.198,36.194,55.857,7.121,18.372,124.43,15.605,14.669,2.289,-16.032,38.33,34.088,-8.911,-17.059,66.213,-7.741,-8.626,-18.951,-17.721,0.173,1.058,-28.056,-27.679,18.941,-22.146,-25.899,-16.571,-19.084,-6.256,-18.443,-18.27,1
4342,120.89,130.809,45.603,56.915,67.769,77.332,34.465,52.043,37.944,28.432,1.811,16.561,11.19,0.031,-4.628,-96.924,-3.642,6.104,-14.74,-9.725,-9.725,-5.961,-18.799,-17.66,-13.438,-17.303,-10.966,-25.899,-26.632,-32.837,-28.646,175.252,99.009,123.057,38.635,59.764,8.586,18.372,132.243,17.558,15.645,2.777,-16.032,40.771,35.553,-8.911,-17.548,70.608,-8.23,-8.626,-19.928,-19.185,0.173,0.57,-29.521,-28.656,19.918,-24.099,-28.829,-18.036,-20.549,-6.744,-14.048,-14.364,1
4343,124.308,135.203,49.998,58.38,69.722,80.75,34.465,54.484,37.944,29.409,2.299,17.049,11.19,1.495,-2.675,-102.295,-2.665,6.104,-14.74,-11.19,-9.725,-6.449,-19.287,-18.148,-13.926,-16.815,-11.943,-26.388,-27.12,-32.837,-31.087,180.623,100.962,128.428,37.659,63.182,5.168,19.348,136.637,18.534,15.645,4.242,-12.614,41.748,36.041,-8.423,-15.594,72.561,-8.23,-7.161,-20.905,-18.697,0.173,0.57,-30.986,-28.168,19.918,-25.075,-30.294,-18.524,-21.525,-6.744,-12.095,-11.922,1
4344,125.285,138.133,50.486,61.798,69.722,82.214,33.488,55.461,35.502,29.409,1.322,16.073,11.19,3.448,-3.652,-106.201,-1.689,6.104,-14.74,-11.19,-9.725,-6.449,-19.287,-17.171,-13.438,-16.327,-12.431,-24.923,-27.12,-30.884,-31.087,182.576,99.986,134.288,34.241,65.135,-0.692,21.79,138.59,18.534,15.645,6.195,-8.708,42.236,36.041,-7.935,-12.665,72.561,-9.206,-6.185,-21.393,-17.232,0.661,0.081,-31.962,-26.703,19.43,-23.61,-30.294,-17.548,-21.037,-6.744,-12.583,-12.899,1
4345,125.773,141.062,48.045,64.728,68.258,82.703,31.535,55.461,33.549,28.432,0.346,15.584,10.701,4.425,-5.605,-108.154,-1.2,6.104,-15.717,-10.701,-9.237,-5.961,-19.287,-15.218,-11.485,-15.839,-11.943,-22.97,-26.143,-28.931,-29.134,185.018,98.521,139.17,31.311,66.111,-5.086,23.743,140.055,18.534,14.669,6.195,-5.778,41.748,35.553,-7.935,-10.712,72.561,-10.183,-5.697,-22.369,-15.767,0.173,0.081,-30.986,-25.238,18.453,-21.657,-28.341,-16.083,-20.549,-6.744,-16.001,-15.828,1
4346,126.75,143.504,44.627,67.169,67.769,83.191,30.558,54.972,32.084,27.944,-0.142,15.096,10.701,2.472,-7.07,-110.107,-1.689,5.127,-17.181,-9.725,-9.237,-5.473,-18.799,-14.242,-9.043,-16.327,-11.454,-21.505,-24.679,-27.954,-26.693,188.924,99.497,142.1,29.358,66.6,-6.551,24.231,141.52,18.046,14.181,4.73,-6.266,41.26,35.065,-8.911,-10.712,72.072,-11.159,-6.673,-22.369,-15.767,0.173,0.081,-30.009,-24.75,17.965,-19.704,-26.388,-15.106,-20.06,-6.744,-19.908,-19.735,1
4347,127.726,144.969,42.185,66.681,67.769,83.191,29.582,54.484,31.108,27.456,-1.119,15.096,9.725,-1.434,-9.023,-112.061,-3.153,4.639,-18.158,-8.26,-9.725,-5.473,-18.799,-14.242,-8.067,-16.815,-10.966,-21.505,-23.702,-28.442,-25.228,192.342,102.427,141.612,28.381,65.623,-5.575,22.278,142.985,18.534,12.716,2.289,-9.684,40.771,34.576,-11.841,-13.153,72.561,-11.648,-8.138,-21.881,-16.256,-0.804,-0.407,-29.032,-25.238,17.965,-19.216,-24.923,-15.106,-19.572,-6.744,-22.349,-22.176,1
4348,127.726,145.457,42.674,65.216,68.258,83.191,28.605,54.484,30.619,26.967,-2.584,15.584,9.237,-5.829,-11.953,-116.943,-4.13,3.662,-17.67,-7.772,-9.725,-5.961,-18.311,-15.706,-8.067,-18.28,-10.478,-22.97,-23.702,-30.396,-25.228,193.319,104.869,141.123,27.405,63.67,-4.11,19.348,142.985,19.023,11.739,1.312,-12.614,40.283,33.6,-15.259,-15.594,72.561,-11.159,-9.603,-20.416,-18.209,-0.804,-0.407,-28.544,-27.191,17.476,-19.704,-25.899,-16.571,-19.572,-6.744,-22.349,-22.664,1
4349,126.261,144.969,43.65,63.751,68.258,82.703,27.14,53.996,30.131,25.503,-5.025,14.608,8.748,-9.247,-14.882,-121.826,-4.618,3.662,-16.205,-8.26,-9.725,-6.449,-17.822,-17.66,-9.532,-19.745,-9.501,-24.923,-24.19,-32.837,-25.228,191.366,104.869,141.123,26.428,60.74,-2.157,16.907,142.008,19.023,10.763,2.289,-12.614,39.795,32.623,-18.188,-17.059,71.584,-9.694,-9.603,-18.951,-20.162,-1.292,-0.407,-28.056,-28.656,16.988,-20.681,-28.341,-18.036,-19.572,-7.233,-21.861,-21.688,1
4350,124.308,144.48,45.115,63.263,66.793,81.726,25.187,53.019,29.154,24.038,-6.978,13.631,8.26,-10.712,-16.347,-125.244,-3.642,3.662,-14.74,-10.701,-9.237,-6.938,-16.357,-18.636,-10.508,-21.21,-9.013,-26.388,-24.19,-33.325,-25.228,187.948,101.939,140.635,26.428,58.787,-0.692,16.907,141.032,18.046,9.786,3.754,-10.173,38.818,31.647,-19.165,-17.059,70.119,-8.718,-10.091,-18.463,-21.627,-0.804,-0.895,-27.568,-29.633,16.5,-21.169,-30.294,-19.012,-19.084,-6.744,-20.884,-21.2,1
4351,124.308,143.504,45.603,62.775,64.84,79.773,23.234,51.554,28.666,22.573,-7.955,12.166,7.772,-8.759,-14.882,-125.244,-2.177,2.686,-14.252,-15.096,-8.26,-7.426,-15.381,-19.124,-10.997,-21.698,-7.548,-26.388,-23.702,-33.325,-24.251,186.483,99.009,138.682,28.381,58.299,1.261,17.883,140.055,16.093,9.298,3.754,-6.755,37.842,30.182,-17.7,-15.594,68.654,-7.741,-11.068,-17.975,-22.115,-0.804,-1.872,-26.591,-29.633,15.523,-21.169,-30.782,-19.012,-18.107,-6.744,-20.396,-20.711,1
4352,-10.173,-11.505,-2.614,-9.776,-6.175,-6.358,-1.383,-13.082,-4.191,-10.701,0.01,-5.585,-2.889,-2.197,5.096,-9.613,3.286,-5.157,6.185,-6.419,6.49,4.964,10.62,4.374,4.405,-5.096,8.057,4.11,11.587,-1.729,6.093,-11.017,-7.09,-11.963,-3.682,-11.546,-2.177,-7.548,-10.956,-8.535,-0.285,-10.396,-0.041,-8.26,-7.487,-8.138,4.252,-7.996,9.44,-1.017,10.305,-0.661,2.248,-1.811,9.613,-4.425,-3.825,9.44,5.157,7.823,10.01,3.632,-6.704,-6.989,1
4353,-9.684,-12.482,-1.638,-10.264,-6.175,-7.334,-1.872,-12.105,-4.191,-10.213,0.01,-5.096,-2.889,-7.568,2.167,-8.636,2.797,-3.693,7.161,-8.372,6.978,4.964,13.062,4.374,5.381,-6.561,10.01,5.575,14.028,0.224,9.511,-11.017,-6.602,-15.869,-3.194,-10.081,-4.13,-11.943,-11.444,-8.046,-0.285,-9.908,-0.529,-7.284,-6.999,-7.65,4.252,-7.996,9.928,-1.017,12.258,-1.149,2.248,-1.322,13.519,-3.448,-3.337,11.393,8.575,8.799,12.451,4.12,-9.145,-8.942,1
4354,-9.196,-12.482,-2.126,-11.241,-5.686,-7.334,-2.36,-10.64,-4.191,-9.237,0.01,-4.608,-2.401,-13.916,1.678,-8.636,2.797,-2.716,7.161,-8.86,6.978,4.964,13.55,4.374,4.893,-8.026,10.498,6.063,14.516,1.2,10.488,-11.017,-6.114,-15.869,-2.706,-8.128,-3.642,-14.384,-10.956,-7.07,-0.285,-6.49,-1.017,-6.307,-6.51,-8.138,3.764,-7.507,9.928,-1.017,12.258,-1.149,2.248,-1.322,14.496,-3.448,-3.337,11.882,9.064,8.799,12.939,4.12,-10.61,-10.406,1
4355,-9.196,-11.505,-3.103,-11.729,-4.71,-6.846,-2.36,-9.176,-4.191,-9.237,-0.478,-4.12,-2.401,-19.287,3.632,-8.148,2.797,-3.204,6.185,-8.372,6.978,4.476,13.062,4.374,2.94,-9.003,10.498,6.063,13.54,1.689,10.0,-9.552,-5.625,-12.939,-1.729,-7.64,-1.689,-13.896,-10.468,-8.046,-0.285,-4.049,0.448,-5.33,-6.022,-8.626,3.764,-6.042,9.44,-1.506,11.77,-0.661,2.248,-0.834,13.519,-2.96,-3.337,11.882,8.087,8.311,12.451,4.12,-10.122,-9.918,1
4356,-9.196,-9.552,-4.567,-11.729,-4.222,-5.381,-2.36,-8.687,-3.703,-9.725,0.01,-4.608,-2.889,-19.775,5.585,-7.66,4.262,-3.693,6.185,-7.395,6.978,3.988,12.085,4.862,0.987,-8.514,10.498,6.551,12.563,2.665,9.511,-6.622,-5.137,-8.545,-0.264,-8.128,0.264,-12.431,-9.003,-9.023,1.18,-4.537,2.401,-5.33,-5.046,-10.091,3.276,-5.066,9.44,-2.482,11.281,-0.661,2.248,-1.811,11.566,-1.495,-2.848,11.393,7.111,7.823,11.963,4.12,-8.169,-8.453,1
4357,-7.731,-7.111,-4.567,-9.288,-3.733,-3.916,-1.383,-8.687,-2.238,-10.213,1.475,-4.608,-2.889,-14.404,5.585,-6.195,4.751,-5.157,7.65,-6.907,6.978,3.011,12.085,4.862,0.498,-6.561,10.986,7.039,12.563,4.13,10.0,-3.204,-4.161,-5.127,1.2,-8.128,1.241,-9.501,-6.561,-10.0,2.157,-8.443,4.842,-4.354,-3.092,-9.115,3.276,-3.601,10.905,-3.459,11.77,0.315,2.736,-2.787,11.078,-0.031,-2.36,11.882,8.087,7.334,11.475,4.12,-6.215,-6.012,1
4358,-4.801,-3.693,-2.614,-5.381,-2.268,-0.987,0.57,-8.199,-0.773,-9.237,3.428,-4.12,-2.889,-6.104,2.655,-2.777,5.239,-6.134,9.603,-7.884,6.49,2.035,13.062,4.862,0.498,-3.632,11.475,8.504,13.051,6.571,11.464,1.19,-1.719,-3.174,2.665,-7.151,0.753,-6.571,-4.12,-9.511,3.133,-11.861,5.819,-3.377,-1.139,-6.185,3.276,-2.136,11.882,-5.412,12.258,0.315,2.736,-3.276,12.054,2.411,-2.36,12.858,10.04,7.334,11.475,3.632,-3.774,-3.571,1
4359,-1.383,-1.251,0.315,-1.475,-0.315,1.943,2.523,-7.222,0.692,-6.795,5.381,-3.632,-2.401,0.732,0.214,2.106,4.751,-6.134,10.091,-8.372,6.002,1.546,13.062,4.374,0.987,-0.214,11.963,8.993,13.54,8.525,12.929,4.12,1.211,-2.686,3.153,-3.733,-0.224,-3.642,-0.702,-8.046,3.621,-11.861,5.819,-0.936,1.302,-2.279,4.252,0.305,11.882,-6.388,12.746,1.78,2.248,-3.276,13.519,4.852,-1.383,13.346,11.993,7.334,11.963,3.143,-1.821,-2.106,1
4360,1.058,0.702,2.757,1.943,1.638,4.384,3.988,-5.269,1.668,-3.377,5.87,-1.678,-2.401,4.15,-0.763,6.989,2.797,-5.646,8.138,-8.372,4.537,2.035,12.573,4.862,0.987,3.204,11.475,9.969,13.54,9.989,12.929,6.561,3.164,-0.732,4.618,0.173,0.264,-1.2,1.251,-6.093,2.645,-8.443,4.842,1.017,2.767,0.651,5.717,2.747,9.928,-5.9,11.281,3.245,0.783,-2.299,13.519,6.805,-0.895,13.835,12.97,7.823,11.963,3.143,0.132,-0.153,1
4361,2.035,2.167,3.733,3.408,2.614,6.337,5.452,-3.316,1.668,0.041,4.405,0.275,-2.401,3.662,0.702,9.43,0.356,-3.693,5.208,-7.395,3.072,2.523,11.108,5.839,0.01,4.669,10.986,10.457,13.051,10.478,11.953,8.026,3.652,2.197,5.107,3.103,1.241,1.241,2.716,-4.628,1.18,-2.096,3.866,2.482,3.255,0.651,7.67,3.723,6.999,-3.947,9.816,5.198,-0.682,-1.811,12.543,8.27,-0.895,13.835,12.97,7.823,11.475,3.632,2.085,1.801,1
4362,0.57,2.655,2.268,3.896,3.103,6.337,5.941,-2.34,0.203,1.506,2.452,1.74,-3.377,1.709,2.655,9.918,-2.085,-1.74,2.767,-6.419,2.096,3.011,9.155,6.816,-1.455,5.157,10.498,10.457,12.075,10.478,9.511,8.026,3.164,5.127,5.107,3.591,1.241,2.218,2.716,-4.628,-0.773,2.787,2.889,2.97,2.279,-0.326,7.182,4.211,4.557,-1.506,7.863,6.175,-2.146,-0.834,10.101,9.247,-0.895,12.858,11.505,8.311,10.498,3.143,3.062,3.265,1
4363,-1.872,2.655,-0.173,3.896,1.638,5.849,5.452,-1.851,-2.238,1.506,-0.478,2.716,-4.842,1.709,3.143,8.453,-4.038,-0.275,1.302,-5.442,1.119,3.499,6.714,7.304,-2.431,5.157,9.521,9.969,10.122,9.989,7.558,7.538,2.187,6.592,3.153,2.126,-0.224,2.218,1.74,-4.628,-2.726,4.74,2.401,2.482,0.814,0.163,5.229,3.235,2.604,-0.041,6.399,6.175,-3.123,0.142,7.172,9.247,-1.383,10.905,10.04,7.823,8.545,3.143,3.55,3.754,1
4364,-3.825,2.167,-3.591,3.896,0.173,4.384,3.988,-2.34,-4.191,0.529,-2.431,3.204,-5.819,3.662,1.678,6.5,-5.503,1.19,0.326,-5.931,-0.346,3.499,3.784,6.327,-3.408,5.646,7.08,8.504,7.192,8.036,5.605,6.073,1.699,4.639,1.2,0.173,-3.153,1.729,0.763,-4.628,-4.191,3.276,-0.041,2.482,0.326,1.628,0.834,1.77,0.651,0.448,3.469,5.686,-4.1,0.631,4.242,8.27,-1.383,7.975,8.087,6.358,5.615,2.655,2.085,2.289,1
4365,-5.29,1.19,-6.032,2.92,-0.804,3.896,3.011,-2.828,-5.656,0.529,-3.896,3.693,-6.307,5.127,0.214,4.547,-6.968,1.678,-2.116,-6.419,-2.299,2.523,-0.122,3.886,-4.873,5.157,2.686,5.086,3.286,5.107,2.187,5.096,1.211,1.709,-1.241,-0.315,-6.083,1.729,0.275,-3.164,-5.168,0.834,-3.459,2.482,0.326,5.046,-3.56,1.282,-2.279,-0.529,-0.926,4.222,-4.1,1.119,0.824,5.829,-0.895,4.069,4.669,3.916,1.709,1.678,-0.356,-0.153,1
4366,-5.778,0.702,-6.521,1.943,-0.804,4.873,3.011,-2.34,-5.656,1.994,-4.384,4.669,-4.842,5.615,-0.763,4.059,-8.433,2.167,-6.51,-6.419,-4.252,1.546,-5.493,1.444,-6.826,4.669,-2.197,0.692,-2.574,1.2,-2.207,3.143,1.211,-0.244,-2.706,1.149,-6.571,2.706,0.763,-1.211,-5.168,-0.631,-7.853,3.459,0.814,7.975,-6.978,1.77,-6.673,-1.506,-6.297,2.268,-4.1,1.607,-3.571,3.387,0.081,-1.302,-0.214,0.498,-2.686,0.214,-3.774,-3.571,1
4367,-5.29,1.19,-5.056,0.966,0.173,6.337,3.988,-0.875,-4.191,3.947,-4.384,5.157,-2.889,5.127,-0.763,3.571,-9.41,2.655,-12.37,-5.931,-6.694,0.081,-10.376,-1.973,-10.244,2.716,-6.592,-4.191,-8.921,-3.682,-8.067,2.167,0.722,1.709,-2.706,4.079,-5.107,4.171,1.251,0.254,-4.191,0.346,-10.783,4.435,1.79,8.952,-8.931,3.235,-10.579,-2.97,-11.668,-0.661,-3.611,2.096,-8.942,-0.031,1.546,-6.673,-5.585,-3.408,-7.568,-1.251,-6.215,-6.012,1
4368,-4.801,3.143,-2.126,0.478,1.638,8.291,5.452,1.567,-2.726,5.9,-4.384,6.622,-0.448,5.615,-1.251,2.594,-8.921,4.12,-16.276,-4.954,-7.67,-1.872,-14.282,-4.415,-13.662,-0.214,-10.01,-9.562,-14.292,-8.077,-13.438,2.167,0.234,6.104,-1.729,6.521,-4.13,5.636,2.716,2.207,-2.726,3.276,-10.783,5.412,2.279,8.464,-9.908,5.676,-12.044,-3.947,-15.086,-4.079,-3.123,2.584,-13.336,-3.937,2.523,-12.044,-10.956,-6.826,-11.963,-3.204,-7.68,-7.477,1
4369,-3.825,5.096,0.315,1.455,3.103,9.267,6.917,4.008,-0.773,6.877,-4.384,7.111,0.529,7.08,-3.693,2.106,-6.968,5.096,-15.788,-4.466,-8.647,-3.337,-16.235,-6.856,-16.103,-3.143,-10.986,-13.957,-17.71,-11.007,-17.832,2.655,0.234,10.01,-0.264,7.497,-3.642,6.612,3.204,3.184,-1.261,6.205,-9.318,5.9,2.767,7.487,-10.885,6.653,-10.579,-4.924,-15.574,-7.009,-2.635,2.584,-16.754,-7.355,3.011,-15.462,-14.862,-9.267,-14.404,-4.181,-8.169,-7.965,1
4370,-3.337,7.05,2.268,3.896,3.591,8.779,7.406,5.473,0.692,6.877,-3.408,7.599,1.017,9.521,-5.646,2.106,-4.527,5.585,-12.37,-5.442,-7.67,-4.313,-16.235,-8.321,-17.08,-4.12,-10.986,-16.398,-19.175,-13.448,-18.809,4.12,0.722,10.01,1.2,7.497,-4.618,7.1,3.204,3.672,-0.285,6.694,-5.9,5.9,3.255,6.022,-11.373,6.653,-7.161,-5.9,-14.109,-7.985,-1.658,2.096,-17.731,-9.308,3.499,-17.415,-17.303,-11.22,-15.381,-5.157,-7.192,-6.989,1
4371,-2.848,7.538,2.268,7.314,3.591,8.291,6.917,6.449,1.668,5.9,-1.943,7.599,1.506,11.475,-6.622,3.571,-2.085,5.096,-7.975,-6.419,-6.694,-4.801,-14.282,-8.321,-16.591,-3.632,-10.01,-16.886,-18.199,-13.936,-18.321,6.561,2.187,7.08,2.665,7.497,-5.107,8.077,3.693,3.672,0.203,5.717,-3.459,5.9,3.255,3.581,-10.396,6.165,-3.255,-6.388,-12.156,-7.009,-1.17,2.096,-16.754,-9.796,3.988,-17.415,-17.303,-11.709,-14.404,-5.157,-5.727,-5.524,1
4372,-1.872,7.05,2.268,11.22,3.591,7.802,5.452,6.938,2.645,5.9,0.498,7.599,1.506,10.986,-5.646,5.524,-0.132,4.608,-4.557,-5.931,-5.229,-4.801,-11.841,-7.345,-16.103,-1.19,-8.545,-15.91,-16.246,-13.448,-16.368,9.003,3.652,3.174,4.13,7.985,-3.642,9.054,3.693,2.696,0.692,4.252,-1.994,6.388,3.255,2.116,-7.955,6.165,-0.814,-5.9,-9.715,-5.056,-0.682,2.096,-14.801,-8.82,3.988,-15.951,-15.839,-10.732,-12.451,-5.157,-2.797,-2.594,1
4373,-1.383,6.561,2.757,13.173,3.103,7.314,4.476,7.914,3.133,7.365,2.94,7.599,2.482,9.033,-2.228,6.989,0.356,3.632,-2.604,-3.977,-4.252,-3.825,-9.399,-4.903,-14.638,1.74,-6.592,-12.98,-13.316,-11.495,-13.926,9.979,4.628,1.709,5.595,9.45,-0.712,10.03,4.669,1.719,1.668,4.74,-0.529,6.388,3.255,1.139,-5.025,5.676,0.163,-3.947,-7.273,-2.126,-0.193,2.096,-12.36,-6.378,3.988,-13.021,-13.397,-8.779,-10.01,-4.669,-0.356,-0.153,1
4374,-1.383,6.073,2.757,13.173,2.614,7.314,3.499,7.426,2.157,8.83,4.405,7.111,2.482,6.592,0.214,7.477,1.333,3.632,-1.628,-0.559,-3.276,-2.36,-6.47,-1.973,-13.173,3.693,-4.15,-9.074,-9.41,-9.054,-10.997,9.003,5.117,3.174,5.595,9.939,1.241,10.03,5.157,0.743,1.668,6.694,0.936,5.9,3.255,2.116,-2.584,5.188,1.139,-1.017,-4.344,0.315,0.295,1.607,-9.918,-3.448,3.499,-9.115,-10.468,-5.849,-7.08,-3.693,1.597,1.801,1
4375,-2.848,4.608,2.268,11.22,1.149,5.849,2.523,5.961,0.692,9.806,4.405,6.134,1.994,5.127,0.702,6.5,1.333,4.608,0.814,2.858,-1.811,-0.407,-3.54,1.444,-10.732,4.181,-1.709,-5.168,-5.503,-7.1,-9.043,6.073,3.652,5.615,4.13,8.962,1.241,9.054,4.669,0.254,1.18,9.623,2.401,4.435,1.79,5.534,-3.072,4.211,3.092,1.912,-1.902,2.268,-0.193,2.096,-7.965,-1.495,2.035,-4.72,-7.05,-2.431,-4.15,-2.716,1.597,1.312,1
4376,-5.29,2.655,0.804,7.802,-1.78,3.408,0.57,3.031,-2.238,8.83,2.452,4.181,0.041,5.127,-0.763,4.547,1.821,5.096,2.767,4.323,0.142,1.058,-0.61,3.398,-6.826,3.693,0.244,-1.75,-1.597,-5.636,-6.114,2.167,1.211,6.104,1.2,6.032,-1.2,7.1,2.716,-1.211,-0.285,10.6,3.377,1.506,-0.651,8.952,-4.537,1.77,5.046,3.866,1.027,3.733,-0.193,1.607,-6.012,-1.007,0.081,-0.814,-4.608,0.498,-1.221,-1.251,-0.844,-0.641,1
4377,-8.708,-0.275,-1.638,4.384,-5.198,0.966,-1.383,-0.875,-4.679,5.9,0.01,1.251,-2.401,6.592,-1.74,2.594,1.333,4.608,3.743,2.37,1.119,2.523,1.831,4.374,-2.431,3.693,1.709,0.203,1.333,-4.659,-4.161,-0.763,-1.719,4.15,-1.241,2.126,-5.107,5.147,-0.214,-3.164,-1.75,8.647,2.889,-1.424,-3.092,11.393,-5.025,-0.671,6.022,3.377,2.004,4.222,-0.193,1.607,-4.059,-1.495,-1.872,2.116,-2.167,2.94,1.221,-0.275,-4.262,-4.547,1
4378,-11.149,-3.693,-4.079,1.455,-7.64,-0.987,-3.825,-4.293,-6.144,1.506,-1.943,-0.702,-3.866,7.08,-1.74,0.641,0.844,2.655,2.279,-3.001,2.096,2.523,3.296,4.374,0.987,2.716,1.709,1.18,3.286,-5.147,-2.696,-3.204,-4.649,1.221,-2.218,-1.78,-8.036,4.171,-2.655,-5.605,-3.215,3.276,0.936,-2.889,-4.557,10.905,-3.56,-2.625,6.022,-0.041,2.004,3.245,-0.193,1.119,-2.106,-1.984,-2.848,4.069,-1.678,3.916,3.174,0.702,-7.68,-7.477,1
4379,-12.614,-6.134,-5.056,-0.498,-8.616,-1.475,-4.801,-6.734,-5.656,-2.889,-2.92,-1.678,-4.842,6.592,-0.275,-0.336,0.356,0.214,-0.651,-9.837,2.584,1.546,3.784,2.421,2.94,1.251,1.709,0.203,3.774,-7.1,-3.184,-5.157,-6.114,-1.709,-1.729,-4.71,-8.525,2.218,-4.608,-8.535,-2.726,-4.049,-1.017,-3.377,-4.557,6.51,-1.119,-3.113,5.534,-4.435,1.027,0.315,-0.193,0.142,-1.129,-3.448,-3.337,3.581,-3.143,3.428,4.15,0.702,-8.657,-8.942,1
4380,-13.102,-7.111,-4.567,-2.452,-7.64,-0.987,-3.825,-7.222,-4.679,-5.33,-2.431,-1.678,-3.866,3.662,1.678,-1.801,-0.132,-2.228,-3.092,-15.696,2.584,0.57,3.296,-0.02,2.452,-1.678,1.709,-1.75,2.309,-10.518,-5.137,-6.134,-6.602,-4.15,0.224,-5.686,-6.571,-0.224,-5.096,-10.976,-1.261,-9.42,-2.482,-2.401,-3.092,0.163,1.322,-2.136,5.046,-8.341,1.027,-3.103,0.295,-0.834,-1.617,-5.89,-2.36,2.116,-6.073,1.475,3.662,0.702,-8.657,-8.453,1
